,Timestamp,Pressure (psi),Temperature (°C),Oil Flow (L/min),Vibration (mm/s),Power Status,Oil Level (%),Tool RPM (rpm),Machine Status,Current (A)
806,21-09-2023 01:21,208.2,85.2,4.8,0.046,ON,16.1,3054,Running,58.3
807,21-09-2023 01:31,209.6,85.6,4.7,0.045,ON,16.2,3056,Running,58.4
808,21-09-2023 01:41,211,86,4.8,0.046,ON,16.3,3058,Running,58.5
809,21-09-2023 01:51,212.4,86.4,4.9,0.047,ON,16.4,3060,Running,58.6
810,21-09-2023 02:01,213.8,86.8,4.8,0.046,ON,16.5,3062,Running,58.7
811,21-09-2023 02:11,215.2,87.2,4.7,0.045,ON,16.6,3064,Running,58.8
812,21-09-2023 02:21,216.6,87.6,4.8,0.046,ON,16.7,3066,Running,58.9
813,21-09-2023 02:31,218,88,4.9,0.047,ON,16.8,3068,Running,59
814,21-09-2023 02:41,219.4,88.4,4.8,0.046,ON,16.9,3070,Running,59.1
815,21-09-2023 02:51,220.8,88.8,4.7,0.045,ON,17,3072,Running,59.2
816,21-09-2023 03:01,222.2,89.2,4.8,0.046,ON,17.1,3074,Running,59.3
817,21-09-2023 03:11,223.6,89.6,4.9,0.047,ON,17.2,3076,Running,59.4
818,21-09-2023 03:21,225,90,4.8,0.046,ON,17.3,3078,Running,59.5
819,21-09-2023 03:31,226.4,90.4,4.7,0.045,ON,17.4,3080,Running,59.6
820,21-09-2023 03:41,227.8,90.8,4.8,0.046,ON,17.5,3082,Running,59.7
821,21-09-2023 03:51,229.2,91.2,4.9,0.047,ON,17.6,3084,Running,59.8
822,21-09-2023 04:01,230.6,91.6,4.8,0.046,ON,17.7,3086,Running,59.9
823,21-09-2023 04:11,232,92,4.7,0.045,ON,17.8,3088,Running,60
824,21-09-2023 04:21,233.4,92.4,4.8,0.046,ON,17.9,3090,Running,60.1
825,21-09-2023 04:31,234.8,92.8,4.9,0.047,ON,18,3092,Running,60.2
826,21-09-2023 04:41,236.2,93.2,4.8,0.046,ON,18.1,3094,Running,60.3
827,21-09-2023 04:51,237.6,93.6,4.7,0.045,ON,18.2,3096,Running,60.4
828,21-09-2023 05:01,239,94,4.8,0.046,ON,18.3,3098,Running,60.5
829,21-09-2023 05:11,240.4,94.4,4.9,0.047,ON,18.4,3100,Running,60.6
830,21-09-2023 05:21,241.8,94.8,4.8,0.046,ON,18.5,3102,Running,60.7
831,21-09-2023 05:31,243.2,95.2,4.7,0.045,ON,18.6,3104,Running,60.8
832,21-09-2023 05:41,244.6,95.6,4.8,0.046,ON,18.7,3106,Running,60.9
833,21-09-2023 05:51,246,96,4.9,0.047,ON,18.8,3108,Running,61
834,21-09-2023 06:01,247.4,96.4,4.8,0.046,ON,18.9,3110,Running,61.1
835,21-09-2023 06:11,248.8,96.8,4.7,0.045,ON,19,3112,Running,61.2
836,21-09-2023 06:21,250.2,97.2,4.8,0.046,ON,19.1,3114,Running,61.3
837,21-09-2023 06:31,251.6,97.6,4.9,0.047,ON,19.2,3116,Running,61.4
838,21-09-2023 06:41,253,98,4.8,0.046,ON,19.3,3118,Running,61.5
839,21-09-2023 06:51,254.4,98.4,4.7,0.045,ON,19.4,3120,Running,61.6
840,21-09-2023 07:01,255.8,98.8,4.8,0.046,ON,19.5,3122,Running,61.7
841,21-09-2023 07:11,257.2,99.2,4.9,0.047,ON,19.6,3124,Running,61.8
842,21-09-2023 07:21,258.6,99.6,4.8,0.046,ON,19.7,3126,Running,61.9
843,21-09-2023 07:31,260,100,4.7,0.045,ON,19.8,3128,Running,62
844,21-09-2023 07:41,261.4,100.4,4.8,0.046,ON,19.9,3130,Running,62.1
845,21-09-2023 07:51,262.8,100.8,4.9,0.047,ON,20,3132,Running,62.2
846,21-09-2023 08:01,264.2,101.2,4.8,0.046,ON,20.1,3134,Running,62.3
847,21-09-2023 08:11,265.6,101.6,4.7,0.045,ON,20.2,3136,Running,62.4
848,21-09-2023 08:21,267,102,4.8,0.046,ON,20.3,3138,Running,62.5
849,21-09-2023 08:31,268.4,102.4,4.9,0.047,ON,20.4,3140,Running,62.6
850,21-09-2023 08:41,269.8,102.8,4.8,0.046,ON,20.5,3142,Running,62.7
851,21-09-2023 08:51,271.2,103.2,4.7,0.045,ON,20.6,3144,Running,62.8
852,21-09-2023 09:01,272.6,103.6,4.8,0.046,ON,20.7,3146,Running,62.9
853,21-09-2023 09:11,274,104,4.9,0.047,ON,20.8,3148,Running,63
854,21-09-2023 09:21,275.4,104.4,4.8,0.046,ON,20.9,3150,Running,63.1
855,21-09-2023 09:31,276.8,104.8,4.7,0.045,ON,21,3152,Running,63.2
856,21-09-2023 09:41,278.2,105.2,4.8,0.046,ON,21.1,3154,Running,63.3
857,21-09-2023 09:51,279.6,105.6,4.9,0.047,ON,21.2,3156,Running,63.4
858,21-09-2023 10:01,281,106,4.8,0.046,ON,21.3,3158,Running,63.5
859,21-09-2023 10:11,282.4,106.4,4.7,0.045,ON,21.4,3160,Running,63.6
860,21-09-2023 10:21,283.8,106.8,4.8,0.046,ON,21.5,3162,Running,63.7
861,21-09-2023 10:31,285.2,107.2,4.9,0.047,ON,21.6,3164,Running,63.8
862,21-09-2023 10:41,286.6,107.6,4.8,0.046,ON,21.7,3166,Running,63.9
863,21-09-2023 10:51,288,108,4.7,0.045,ON,21.8,3168,Running,64
864,21-09-2023 11:01,289.4,108.4,4.8,0.046,ON,21.9,3170,Running,64.1
865,21-09-2023 11:11,290.8,108.8,4.9,0.047,ON,22,3172,Running,64.2
866,21-09-2023 11:21,292.2,109.2,4.8,0.046,ON,22.1,3174,Running,64.3
867,21-09-2023 11:31,293.6,109.6,4.7,0.045,ON,22.2,3176,Running,64.4
868,21-09-2023 11:41,295,110,4.8,0.046,ON,22.3,3178,Running,64.5
869,21-09-2023 11:51,296.4,110.4,4.9,0.047,ON,22.4,3180,Running,64.6
870,21-09-2023 12:01,297.8,110.8,4.8,0.046,ON,22.5,3182,Running,64.7
871,21-09-2023 12:11,299.2,111.2,4.7,0.045,ON,22.6,3184,Running,64.8
872,21-09-2023 12:21,300.6,111.6,4.8,0.046,ON,22.7,3186,Running,64.9
873,21-09-2023 12:31,302,112,4.9,0.047,ON,22.8,3188,Running,65
874,21-09-2023 12:41,303.4,112.4,4.8,0.046,ON,22.9,3190,Running,65.1
875,21-09-2023 12:51,304.8,112.8,4.7,0.045,ON,23,3192,Running,65.2
876,21-09-2023 13:01,306.2,113.2,4.8,0.046,ON,23.1,3194,Running,65.3
877,21-09-2023 13:11,307.6,113.6,4.9,0.047,ON,23.2,3196,Running,65.4
878,21-09-2023 13:21,309,114,4.8,0.046,ON,23.3,3198,Running,65.5
879,21-09-2023 13:31,310.4,114.4,4.7,0.045,ON,23.4,3200,Running,65.6
880,21-09-2023 13:41,311.8,114.8,4.8,0.046,ON,23.5,3202,Running,65.7
881,21-09-2023 13:51,313.2,115.2,4.9,0.047,ON,23.6,3204,Running,65.8
882,21-09-2023 14:01,314.6,115.6,4.8,0.046,ON,23.7,3206,Running,65.9
883,21-09-2023 14:11,316,116,4.7,0.045,ON,23.8,3208,Running,66
884,21-09-2023 14:21,317.4,116.4,4.8,0.046,ON,23.9,3210,Running,66.1
885,21-09-2023 14:31,318.8,116.8,4.9,0.047,ON,24,3212,Running,66.2
886,21-09-2023 14:41,320.2,117.2,4.8,0.046,ON,24.1,3214,Running,66.3
887,21-09-2023 14:51,321.6,117.6,4.7,0.045,ON,24.2,3216,Running,66.4
888,21-09-2023 15:01,323,118,4.8,0.046,ON,24.3,3218,Running,66.5
889,21-09-2023 15:11,324.4,118.4,4.9,0.047,ON,24.4,3220,Running,66.6
890,21-09-2023 15:21,325.8,118.8,4.8,0.046,ON,24.5,3222,Running,66.7
891,21-09-2023 15:31,327.2,119.2,4.7,0.045,ON,24.6,3224,Running,66.8
892,21-09-2023 15:41,328.6,119.6,4.8,0.046,ON,24.7,3226,Running,66.9
893,21-09-2023 15:51,330,120,4.9,0.047,ON,24.8,3228,Running,67
894,21-09-2023 16:01,331.4,120.4,4.8,0.046,ON,24.9,3230,Running,67.1
895,21-09-2023 16:11,332.8,120.8,4.7,0.045,ON,25,3232,Running,67.2
896,21-09-2023 16:21,334.2,121.2,4.8,0.046,ON,25.1,3234,Running,67.3
897,21-09-2023 16:31,335.6,121.6,4.9,0.047,ON,25.2,3236,Running,67.4
898,21-09-2023 16:41,337,122,4.8,0.046,ON,25.3,3238,Running,67.5
899,21-09-2023 16:51,338.4,122.4,4.7,0.045,ON,25.4,3240,Running,67.6
900,21-09-2023 17:01,339.8,122.8,4.8,0.046,ON,25.5,3242,Running,67.7
901,21-09-2023 17:11,341.2,123.2,4.9,0.047,ON,25.6,3244,Running,67.8
902,21-09-2023 17:21,342.6,123.6,4.8,0.046,ON,25.7,3246,Running,67.9
903,21-09-2023 17:31,344,124,4.7,0.045,ON,25.8,3248,Running,68
904,21-09-2023 17:41,345.4,124.4,4.8,0.046,ON,25.9,3250,Running,68.1
905,21-09-2023 17:51,346.8,124.8,4.9,0.047,ON,26,3252,Running,68.2
906,21-09-2023 18:01,348.2,125.2,4.8,0.046,ON,26.1,3254,Running,68.3
907,21-09-2023 18:11,349.6,125.6,4.7,0.045,ON,26.2,3256,Running,68.4
908,21-09-2023 18:21,351,126,4.8,0.046,ON,26.3,3258,Running,68.5
909,21-09-2023 18:31,352.4,126.4,4.9,0.047,ON,26.4,3260,Running,68.6
910,21-09-2023 18:41,353.8,126.8,4.8,0.046,ON,26.5,3262,Running,68.7
911,21-09-2023 18:51,355.2,127.2,4.7,0.045,ON,26.6,3264,Running,68.8
912,21-09-2023 19:01,356.6,127.6,4.8,0.046,ON,26.7,3266,Running,68.9
913,21-09-2023 19:11,358,128,4.9,0.047,ON,26.8,3268,Running,69
914,21-09-2023 19:21,359.4,128.4,4.8,0.046,ON,26.9,3270,Running,69.1
915,21-09-2023 19:31,360.8,128.8,4.7,0.045,ON,27,3272,Running,69.2
916,21-09-2023 19:41,362.2,129.2,4.8,0.046,ON,27.1,3274,Running,69.3
917,21-09-2023 19:51,363.6,129.6,4.9,0.047,ON,27.2,3276,Running,69.4
918,21-09-2023 20:01,365,130,4.8,0.046,ON,27.3,3278,Running,69.5
919,21-09-2023 20:11,366.4,130.4,4.7,0.045,ON,27.4,3280,Running,69.6
920,21-09-2023 20:21,367.8,130.8,4.8,0.046,ON,27.5,3282,Running,69.7
921,21-09-2023 20:31,369.2,131.2,4.9,0.047,ON,27.6,3284,Running,69.8
922,21-09-2023 20:41,370.6,131.6,4.8,0.046,ON,27.7,3286,Running,69.9
923,21-09-2023 20:51,372,132,4.7,0.045,ON,27.8,3288,Running,70
924,21-09-2023 21:01,373.4,132.4,4.8,0.046,ON,27.9,3290,Running,70.1
925,21-09-2023 21:11,374.8,132.8,4.9,0.047,ON,28,3292,Running,70.2
926,21-09-2023 21:21,376.2,133.2,4.8,0.046,ON,28.1,3294,Running,70.3
927,21-09-2023 21:31,377.6,133.6,4.7,0.045,ON,28.2,3296,Running,70.4
928,21-09-2023 21:41,379,134,4.8,0.046,ON,28.3,3298,Running,70.5
929,21-09-2023 21:51,380.4,134.4,4.9,0.047,ON,28.4,3300,Running,70.6
930,21-09-2023 22:01,381.8,134.8,4.8,0.046,ON,28.5,3302,Running,70.7
931,21-09-2023 22:11,383.2,135.2,4.7,0.045,ON,28.6,3304,Running,70.8
932,21-09-2023 22:21,384.6,135.6,4.8,0.046,ON,28.7,3306,Running,70.9
933,21-09-2023 22:31,386,136,4.9,0.047,ON,28.8,3308,Running,71
934,21-09-2023 22:41,387.4,136.4,4.8,0.046,ON,28.9,3310,Running,71.1
935,21-09-2023 22:51,388.8,136.8,4.7,0.045,ON,29,3312,Running,71.2
936,21-09-2023 23:01,390.2,137.2,4.8,0.046,ON,29.1,3314,Running,71.3
937,21-09-2023 23:11,391.6,137.6,4.9,0.047,ON,29.2,3316,Running,71.4
938,21-09-2023 23:21,393,138,4.8,0.046,ON,29.3,3318,Running,71.5
939,21-09-2023 23:31,394.4,138.4,4.7,0.045,ON,29.4,3320,Running,71.6
940,21-09-2023 23:41,395.8,138.8,4.8,0.046,ON,29.5,3322,Running,71.7
941,21-09-2023 23:51,397.2,139.2,4.9,0.047,ON,29.6,3324,Running,71.8
942,22-09-2023 00:01,398.6,139.6,4.8,0.046,ON,29.7,3326,Running,71.9
943,22-09-2023 00:11,400,140,4.9,0.047,ON,29.8,3328,Running,72
944,22-09-2023 00:21,401.4,140.4,4.8,0.046,ON,29.9,3330,Running,72.1
945,22-09-2023 00:31,402.8,140.8,4.9,0.047,ON,30,3332,Running,72.2
946,22-09-2023 00:41,404.2,141.2,4.8,0.046,ON,30.1,3334,Running,72.3
947,22-09-2023 00:51,405.6,141.6,4.7,0.045,ON,30.2,3336,Running,72.4
948,22-09-2023 01:01,407,142,4.8,0.046,ON,30.3,3338,Running,72.5
949,22-09-2023 01:11,408.4,142.4,4.9,0.047,ON,30.4,3340,Running,72.6
950,22-09-2023 01:21,409.8,142.8,4.8,0.046,ON,30.5,3342,Running,72.7
951,22-09-2023 01:31,411.2,143.2,4.7,0.045,ON,30.6,3344,Running,72.8
952,22-09-2023 01:41,412.6,143.6,4.8,0.046,ON,30.7,3346,Running,72.9
953,22-09-2023 01:51,414,144,4.9,0.047,ON,30.8,3348,Running,73
954,22-09-2023 02:01,415.4,144.4,4.8,0.046,ON,30.9,3350,Running,73.1
955,22-09-2023 02:11,416.8,144.8,4.7,0.045,ON,31,3352,Running,73.2
956,22-09-2023 02:21,418.2,145.2,4.8,0.046,ON,31.1,3354,Running,73.3
957,22-09-2023 02:31,419.6,145.6,4.9,0.047,ON,31.2,3356,Running,73.4
958,22-09-2023 02:41,421,146,4.8,0.046,ON,31.3,3358,Running,73.5
959,22-09-2023 02:51,422.4,146.4,4.7,0.045,ON,31.4,3360,Running,73.6
960,22-09-2023 03:01,423.8,146.8,4.8,0.046,ON,31.5,3362,Running,73.7
961,22-09-2023 03:11,425.2,147.2,4.9,0.047,ON,31.6,3364,Running,73.8
962,22-09-2023 03:21,426.6,147.6,4.8,0.046,ON,31.7,3366,Running,73.9
963,22-09-2023 03:31,428,148,4.7,0.045,ON,31.8,3368,Running,74
964,22-09-2023 03:41,429.4,148.4,4.8,0.046,ON,31.9,3370,Running,74.1
965,22-09-2023 03:51,430.8,148.8,4.9,0.047,ON,32,3372,Running,74.2
966,22-09-2023 04:01,432.2,149.2,4.8,0.046,ON,32.1,3374,Running,74.3
967,22-09-2023 04:11,433.6,149.6,4.7,0.045,ON,32.2,3376,Running,74.4
968,22-09-2023 04:21,435,150,4.8,0.046,ON,32.3,3378,Running,74.5
969,22-09-2023 04:31,436.4,150.4,4.9,0.047,ON,32.4,3380,Running,74.6
970,22-09-2023 04:41,437.8,150.8,4.8,0.046,ON,32.5,3382,Running,74.7
971,22-09-2023 04:51,439.2,151.2,4.7,0.045,ON,32.6,3384,Running,74.8
972,22-09-2023 05:01,440.6,151.6,4.8,0.046,ON,32.7,3386,Running,74.9
973,22-09-2023 05:11,442,152,4.9,0.047,ON,32.8,3388,Running,75
974,22-09-2023 05:21,443.4,152.4,4.8,0.046,ON,32.9,3390,Running,75.1
975,22-09-2023 05:31,444.8,152.8,4.7,0.045,ON,33,3392,Running,75.2
976,22-09-2023 05:41,446.2,153.2,4.8,0.046,ON,33.1,3394,Running,75.3
977,22-09-2023 05:51,447.6,153.6,4.9,0.047,ON,33.2,3396,Running,75.4
978,22-09-2023 06:01,449,154,4.8,0.046,ON,33.3,3398,Running,75.5
979,22-09-2023 06:11,450.4,154.4,4.7,0.045,ON,33.4,3400,Running,75.6
980,22-09-2023 06:21,451.8,154.8,4.8,0.046,ON,33.5,3402,Running,75.7
981,22-09-2023 06:31,453.2,155.2,4.9,0.047,ON,33.6,3404,Running,75.8
982,22-09-2023 06:41,454.6,155.6,4.8,0.046,ON,33.7,3406,Running,75.9
983,22-09-2023 06:51,456,156,4.7,0.045,ON,33.8,3408,Running,76
984,22-09-2023 07:01,457.4,156.4,4.8,0.046,ON,33.9,3410,Running,76.1
985,22-09-2023 07:11,458.8,156.8,4.9,0.047,ON,34,3412,Running,76.2
986,22-09-2023 07:21,460.2,157.2,4.8,0.046,ON,34.1,3414,Running,76.3
987,22-09-2023 07:31,461.6,157.6,4.7,0.045,ON,34.2,3416,Running,76.4
988,22-09-2023 07:41,463,158,4.8,0.046,ON,34.3,3418,Running,76.5
989,22-09-2023 07:51,464.4,158.4,4.9,0.047,ON,34.4,3420,Running,76.6
990,22-09-2023 08:01,465.8,158.8,4.8,0.046,ON,34.5,3422,Running,76.7
991,22-09-2023 08:11,467.2,159.2,4.7,0.045,ON,34.6,3424,Running,76.8
992,22-09-2023 08:21,468.6,159.6,4.8,0.046,ON,34.7,3426,Running,76.9
993,22-09-2023 08:31,470,160,4.9,0.047,ON,34.8,3428,Running,77
994,22-09-2023 08:41,471.4,160.4,4.8,0.046,ON,34.9,3430,Running,77.1
995,22-09-2023 08:51,472.8,160.8,4.7,0.045,ON,35,3432,Running,77.2
996,22-09-2023 09:01,474.2,161.2,4.8,0.046,ON,35.1,3434,Running,77.3
997,22-09-2023 09:11,475.6,161.6,4.9,0.047,ON,35.2,3436,Running,77.4
998,22-09-2023 09:21,477,162,4.8,0.046,ON,35.3,3438,Running,77.5
999,22-09-2023 09:31,478.4,162.4,4.7,0.045,ON,35.4,3440,Running,77.6
1000,22-09-2023 09:41,479.8,162.8,4.8,0.046,ON,35.5,3442,Running,77.7
1001,22-09-2023 09:51,481.2,163.2,4.9,0.047,ON,35.6,3444,Running,77.8
1002,22-09-2023 10:01,482.6,163.6,4.8,0.046,ON,35.7,3446,Running,77.9
1003,22-09-2023 10:11,484,164,4.7,0.045,ON,35.8,3448,Running,78
1004,22-09-2023 10:21,485.4,164.4,4.8,0.046,ON,35.9,3450,Running,78.1
1005,22-09-2023 10:31,486.8,164.8,4.9,0.047,ON,36,3452,Running,78.2
1006,22-09-2023 10:41,488.2,165.2,4.8,0.046,ON,36.1,3454,Running,78.3
1007,22-09-2023 10:51,489.6,165.6,4.7,0.045,ON,36.2,3456,Running,78.4
1008,22-09-2023 11:01,491,166,4.8,0.046,ON,36.3,3458,Running,78.5
1009,22-09-2023 11:11,492.4,166.4,4.9,0.047,ON,36.4,3460,Running,78.6
1010,22-09-2023 11:21,493.8,166.8,4.8,0.046,ON,36.5,3462,Running,78.7
1011,22-09-2023 11:31,495.2,167.2,4.7,0.045,ON,36.6,3464,Running,78.8
1012,22-09-2023 11:41,496.6,167.6,4.8,0.046,ON,36.7,3466,Running,78.9
1013,22-09-2023 11:51,498,168,4.9,0.047,ON,36.8,3468,Running,79
1014,22-09-2023 12:01,499.4,168.4,4.8,0.046,ON,36.9,3470,Running,79.1
1015,22-09-2023 12:11,500.8,168.8,4.7,0.045,ON,37,3472,Running,79.2
1016,22-09-2023 12:21,502.2,169.2,4.8,0.046,ON,37.1,3474,Running,79.3
1017,22-09-2023 12:31,503.6,169.6,4.9,0.047,ON,37.2,3476,Running,79.4
1018,22-09-2023 12:41,505,170,4.8,0.046,ON,37.3,3478,Running,79.5
1019,22-09-2023 12:51,506.4,170.4,4.7,0.045,ON,37.4,3480,Running,79.6
1020,22-09-2023 13:01,507.8,170.8,4.8,0.046,ON,37.5,3482,Running,79.7
1021,22-09-2023 13:11,509.2,171.2,4.9,0.047,ON,37.6,3484,Running,79.8
1022,22-09-2023 13:21,510.6,171.6,4.8,0.046,ON,37.7,3486,Running,79.9
1023,22-09-2023 13:31,512,172,4.7,0.045,ON,37.8,3488,Running,80
1024,22-09-2023 13:41,513.4,172.4,4.8,0.046,ON,37.9,3490,Running,80.1
1025,22-09-2023 13:51,514.8,172.8,4.9,0.047,ON,38,3492,Running,80.2
1026,22-09-2023 14:01,516.2,173.2,4.8,0.046,ON,38.1,3494,Running,80.3
1027,22-09-2023 14:11,517.6,173.6,4.7,0.045,ON,38.2,3496,Running,80.4
1028,22-09-2023 14:21,519,174,4.8,0.046,ON,38.3,3498,Running,80.5
1029,22-09-2023 14:31,520.4,174.4,4.9,0.047,ON,38.4,3500,Running,80.6
1030,22-09-2023 14:41,521.8,174.8,4.8,0.046,ON,38.5,3502,Running,80.7
1031,22-09-2023 14:51,523.2,175.2,4.7,0.045,ON,38.6,3504,Running,80.8
1032,22-09-2023 15:01,524.6,175.6,4.8,0.046,ON,38.7,3506,Running,80.9
1033,22-09-2023 15:11,526,176,4.9,0.047,ON,38.8,3508,Running,81
1034,22-09-2023 15:21,527.4,176.4,4.8,0.046,ON,38.9,3510,Running,81.1
1035,22-09-2023 15:31,528.8,176.8,4.7,0.045,ON,39,3512,Running,81.2
1036,22-09-2023 15:41,530.2,177.2,4.8,0.046,ON,39.1,3514,Running,81.3
1037,22-09-2023 15:51,531.6,177.6,4.9,0.047,ON,39.2,3516,Running,81.4
1038,22-09-2023 16:01,533,178,4.8,0.046,ON,39.3,3518,Running,81.5
1039,22-09-2023 16:11,534.4,178.4,4.7,0.045,ON,39.4,3520,Running,81.6
1040,22-09-2023 16:21,535.8,178.8,4.8,0.046,ON,39.5,3522,Running,81.7
1041,22-09-2023 16:31,537.2,179.2,4.9,0.047,ON,39.6,3524,Running,81.8
1042,22-09-2023 16:41,538.6,179.6,4.8,0.046,ON,39.7,3526,Running,81.9
1043,22-09-2023 16:51,540,180,4.7,0.045,ON,39.8,3528,Running,82
1044,22-09-2023 17:01,541.4,180.4,4.8,0.046,ON,39.9,3530,Running,82.1
1045,22-09-2023 17:11,542.8,180.8,4.9,0.047,ON,40,3532,Running,82.2
1046,22-09-2023 17:21,544.2,181.2,4.8,0.046,ON,40.1,3534,Running,82.3
1047,22-09-2023 17:31,545.6,181.6,4.7,0.045,ON,40.2,3536,Running,82.4
1048,22-09-2023 17:41,547,182,4.8,0.046,ON,40.3,3538,Running,82.5
1049,22-09-2023 17:51,548.4,182.4,4.9,0.047,ON,40.4,3540,Running,82.6
1050,22-09-2023 18:01,549.8,182.8,4.8,0.046,ON,40.5,3542,Running,82.7
1051,22-09-2023 18:11,551.2,183.2,4.7,0.045,ON,40.6,3544,Running,82.8
1052,22-09-2023 18:21,552.6,183.6,4.8,0.046,ON,40.7,3546,Running,82.9
1053,22-09-2023 18:31,554,184,4.9,0.047,ON,40.8,3548,Running,83
1054,22-09-2023 18:41,555.4,184.4,4.8,0.046,ON,40.9,3550,Running,83.1
1055,22-09-2023 18:51,556.8,184.8,4.7,0.045,ON,41,3552,Running,83.2
1056,22-09-2023 19:01,558.2,185.2,4.8,0.046,ON,41.1,3554,Running,83.3
1057,22-09-2023 19:11,559.6,185.6,4.9,0.047,ON,41.2,3556,Running,83.4
1058,22-09-2023 19:21,561,186,4.8,0.046,ON,41.3,3558,Running,83.5
1059,22-09-2023 19:31,562.4,186.4,4.7,0.045,ON,41.4,3560,Running,83.6
1060,22-09-2023 19:41,563.8,186.8,4.8,0.046,ON,41.5,3562,Running,83.7
1061,22-09-2023 19:51,565.2,187.2,4.9,0.047,ON,41.6,3564,Running,83.8
1062,22-09-2023 20:01,566.6,187.6,4.8,0.046,ON,41.7,3566,Running,83.9
1063,22-09-2023 20:11,568,188,4.7,0.045,ON,41.8,3568,Running,84
1064,22-09-2023 20:21,569.4,188.4,4.8,0.046,ON,41.9,3570,Running,84.1
1065,22-09-2023 20:31,570.8,188.8,4.9,0.047,ON,42,3572,Running,84.2
1066,22-09-2023 20:41,572.2,189.2,4.8,0.046,ON,42.1,3574,Running,84.3
1067,22-09-2023 20:51,573.6,189.6,4.7,0.045,ON,42.2,3576,Running,84.4
1068,22-09-2023 21:01,575,190,4.8,0.046,ON,42.3,3578,Running,84.5
1069,22-09-2023 21:11,576.4,190.4,4.9,0.047,ON,42.4,3580,Running,84.6
1070,22-09-2023 21:21,577.8,190.8,4.8,0.046,ON,42.5,3582,Running,84.7
1071,22-09-2023 21:31,579.2,191.2,4.7,0.045,ON,42.6,3584,Running,84.8
1072,22-09-2023 21:41,580.6,191.6,4.8,0.046,ON,42.7,3586,Running,84.9
1073,22-09-2023 21:51,582,192,4.9,0.047,ON,42.8,3588,Running,85
1074,22-09-2023 22:01,583.4,192.4,4.8,0.046,ON,42.9,3590,Running,85.1
1075,22-09-2023 22:11,584.8,192.8,4.7,0.045,ON,43,3592,Running,85.2
1076,22-09-2023 22:21,586.2,193.2,4.8,0.046,ON,43.1,3594,Running,85.3
1077,22-09-2023 22:31,587.6,193.6,4.9,0.047,ON,43.2,3596,Running,85.4
1078,22-09-2023 22:41,589,194,4.8,0.046,ON,43.3,3598,Running,85.5
1079,22-09-2023 22:51,590.4,194.4,4.7,0.045,ON,43.4,3600,Running,85.6
1080,22-09-2023 23:01,591.8,194.8,4.8,0.046,ON,43.5,3602,Running,85.7
1081,22-09-2023 23:11,593.2,195.2,4.9,0.047,ON,43.6,3604,Running,85.8
1082,22-09-2023 23:21,594.6,195.6,4.8,0.046,ON,43.7,3606,Running,85.9
1083,22-09-2023 23:31,596,196,4.7,0.045,ON,43.8,3608,Running,86
1084,22-09-2023 23:41,597.4,196.4,4.8,0.046,ON,43.9,3610,Running,86.1
1085,22-09-2023 23:51,598.8,196.8,4.9,0.047,ON,44,3612,Running,86.2
1086,23-09-2023 00:01,600.2,197.2,4.8,0.046,ON,44.1,3614,Running,86.3
1087,23-09-2023 00:11,601.6,197.6,4.9,0.047,ON,44.2,3616,Running,86.4
1088,23-09-2023 00:21,603,198,4.8,0.046,ON,44.3,3618,Running,86.5
1089,23-09-2023 00:31,604.4,198.4,4.7,0.045,ON,44.4,3620,Running,86.6
1090,23-09-2023 00:41,605.8,198.8,4.8,0.046,ON,44.5,3622,Running,86.7
1091,23-09-2023 00:51,607.2,199.2,4.9,0.047,ON,44.6,3624,Running,86.8
1092,23-09-2023 01:01,608.6,199.6,4.8,0.046,ON,44.7,3626,Running,86.9
1093,23-09-2023 01:11,610,200,4.7,0.045,ON,44.8,3628,Running,87
1094,23-09-2023 01:21,611.4,200.4,4.8,0.046,ON,44.9,3630,Running,87.1
1095,23-09-2023 01:31,612.8,200.8,4.9,0.047,ON,45,3632,Running,87.2
1096,23-09-2023 01:41,614.2,201.2,4.8,0.046,ON,45.1,3634,Running,87.3
1097,23-09-2023 01:51,615.6,201.6,4.7,0.045,ON,45.2,3636,Running,87.4
1098,23-09-2023 02:01,617,202,4.8,0.046,ON,45.3,3638,Running,87.5
1099,23-09-2023 02:11,618.4,202.4,4.9,0.047,ON,45.4,3640,Running,87.6
1100,23-09-2023 02:21,619.8,202.8,4.8,0.046,ON,45.5,3642,Running,87.7
1101,23-09-2023 02:31,621.2,203.2,4.7,0.045,ON,45.6,3644,Running,87.8
1102,23-09-2023 02:41,622.6,203.6,4.8,0.046,ON,45.7,3646,Running,87.9
1103,23-09-2023 02:51,624,204,4.9,0.047,ON,45.8,3648,Running,88
1104,23-09-2023 03:01,625.4,204.4,4.8,0.046,ON,45.9,3650,Running,88.1
1105,23-09-2023 03:11,626.8,204.8,4.7,0.045,ON,46,3652,Running,88.2
1106,23-09-2023 03:21,628.2,205.2,4.8,0.046,ON,46.1,3654,Running,88.3
1107,23-09-2023 03:31,629.6,205.6,4.9,0.047,ON,46.2,3656,Running,88.4
1108,23-09-2023 03:41,631,206,4.8,0.046,ON,46.3,3658,Running,88.5
1109,23-09-2023 03:51,632.4,206.4,4.7,0.045,ON,46.4,3660,Running,88.6
1110,23-09-2023 04:01,633.8,206.8,4.8,0.046,ON,46.5,3662,Running,88.7
1111,23-09-2023 04:11,635.2,207.2,4.9,0.047,ON,46.6,3664,Running,88.8
1112,23-09-2023 04:21,636.6,207.6,4.8,0.046,ON,46.7,3666,Running,88.9
1113,23-09-2023 04:31,638,208,4.7,0.045,ON,46.8,3668,Running,89
