Timestamp,Pressure (psi),Temperature (°C),Oil Flow (L/min),Vibration (mm/s),Power Status,Oil Level (%),Tool RPM (rpm),Machine Status,Current (A)
22-09-2023 08:31,470,160,4.9,0.047,ON,34.8,3428,Running,77
22-09-2023 08:41,471.4,160.4,4.8,0.046,ON,34.9,3430,Running,77.1
22-09-2023 08:51,472.8,160.8,4.7,0.045,ON,35,3432,Running,77.2
22-09-2023 09:01,474.2,161.2,4.8,0.046,ON,35.1,3434,Running,77.3
22-09-2023 09:11,475.6,161.6,4.9,0.047,ON,35.2,3436,Running,77.4
22-09-2023 09:21,477,162,4.8,0.046,ON,35.3,3438,Running,77.5
22-09-2023 09:31,478.4,162.4,4.7,0.045,ON,35.4,3440,Running,77.6
22-09-2023 09:41,479.8,162.8,4.8,0.046,ON,35.5,3442,Running,77.7
22-09-2023 09:51,481.2,163.2,4.9,0.047,ON,35.6,3444,Running,77.8
22-09-2023 10:01,482.6,163.6,4.8,0.046,ON,35.7,3446,Running,77.9
22-09-2023 10:11,484,164,4.7,0.045,ON,35.8,3448,Running,78
22-09-2023 10:21,485.4,164.4,4.8,0.046,ON,35.9,3450,Running,78.1
22-09-2023 10:31,486.8,164.8,4.9,0.047,ON,36,3452,Running,78.2
22-09-2023 10:41,488.2,165.2,4.8,0.046,ON,36.1,3454,Running,78.3
22-09-2023 10:51,489.6,165.6,4.7,0.045,ON,36.2,3456,Running,78.4
22-09-2023 11:01,491,166,4.8,0.046,ON,36.3,3458,Running,78.5
22-09-2023 11:11,492.4,166.4,4.9,0.047,ON,36.4,3460,Running,78.6
22-09-2023 11:21,493.8,166.8,4.8,0.046,ON,36.5,3462,Running,78.7
22-09-2023 11:31,495.2,167.2,4.7,0.045,ON,36.6,3464,Running,78.8
22-09-2023 11:41,496.6,167.6,4.8,0.046,ON,36.7,3466,Running,78.9
22-09-2023 11:51,498,168,4.9,0.047,ON,36.8,3468,Running,79
22-09-2023 12:01,499.4,168.4,4.8,0.046,ON,36.9,3470,Running,79.1
22-09-2023 12:11,500.8,168.8,4.7,0.045,ON,37,3472,Running,79.2
22-09-2023 12:21,502.2,169.2,4.8,0.046,ON,37.1,3474,Running,79.3
22-09-2023 12:31,503.6,169.6,4.9,0.047,ON,37.2,3476,Running,79.4
22-09-2023 12:41,505,170,4.8,0.046,ON,37.3,3478,Running,79.5
22-09-2023 12:51,506.4,170.4,4.7,0.045,ON,37.4,3480,Running,79.6
22-09-2023 13:01,507.8,170.8,4.8,0.046,ON,37.5,3482,Running,79.7
22-09-2023 13:11,509.2,171.2,4.9,0.047,ON,37.6,3484,Running,79.8
22-09-2023 13:21,510.6,171.6,4.8,0.046,ON,37.7,3486,Running,79.9
22-09-2023 13:31,512,172,4.7,0.045,ON,37.8,3488,Running,80
22-09-2023 13:41,513.4,172.4,4.8,0.046,ON,37.9,3490,Running,80.1
22-09-2023 13:51,514.8,172.8,4.9,0.047,ON,38,3492,Running,80.2
22-09-2023 14:01,516.2,173.2,4.8,0.046,ON,38.1,3494,Running,80.3
22-09-2023 14:11,517.6,173.6,4.7,0.045,ON,38.2,3496,Running,80.4
22-09-2023 14:21,519,174,4.8,0.046,ON,38.3,3498,Running,80.5
22-09-2023 14:31,520.4,174.4,4.9,0.047,ON,38.4,3500,Running,80.6
22-09-2023 14:41,521.8,174.8,4.8,0.046,ON,38.5,3502,Running,80.7
22-09-2023 14:51,523.2,175.2,4.7,0.045,ON,38.6,3504,Running,80.8
22-09-2023 15:01,524.6,175.6,4.8,0.046,ON,38.7,3506,Running,80.9
22-09-2023 15:11,526,176,4.9,0.047,ON,38.8,3508,Running,81
22-09-2023 15:21,527.4,176.4,4.8,0.046,ON,38.9,3510,Running,81.1
22-09-2023 15:31,528.8,176.8,4.7,0.045,ON,39,3512,Running,81.2
22-09-2023 15:41,530.2,177.2,4.8,0.046,ON,39.1,3514,Running,81.3
22-09-2023 15:51,531.6,177.6,4.9,0.047,ON,39.2,3516,Running,81.4
22-09-2023 16:01,533,178,4.8,0.046,ON,39.3,3518,Running,81.5
22-09-2023 16:11,534.4,178.4,4.7,0.045,ON,39.4,3520,Running,81.6
22-09-2023 16:21,535.8,178.8,4.8,0.046,ON,39.5,3522,Running,81.7
22-09-2023 16:31,537.2,179.2,4.9,0.047,ON,39.6,3524,Running,81.8
22-09-2023 16:41,538.6,179.6,4.8,0.046,ON,39.7,3526,Running,81.9
22-09-2023 16:51,540,180,4.7,0.045,ON,39.8,3528,Running,82
22-09-2023 17:01,541.4,180.4,4.8,0.046,ON,39.9,3530,Running,82.1
22-09-2023 17:11,542.8,180.8,4.9,0.047,ON,40,3532,Running,82.2
22-09-2023 17:21,544.2,181.2,4.8,0.046,ON,40.1,3534,Running,82.3
22-09-2023 17:31,545.6,181.6,4.7,0.045,ON,40.2,3536,Running,82.4
22-09-2023 17:41,547,182,4.8,0.046,ON,40.3,3538,Running,82.5
22-09-2023 17:51,548.4,182.4,4.9,0.047,ON,40.4,3540,Running,82.6
22-09-2023 18:01,549.8,182.8,4.8,0.046,ON,40.5,3542,Running,82.7
22-09-2023 18:11,551.2,183.2,4.7,0.045,ON,40.6,3544,Running,82.8
22-09-2023 18:21,552.6,183.6,4.8,0.046,ON,40.7,3546,Running,82.9
22-09-2023 18:31,554,184,4.9,0.047,ON,40.8,3548,Running,83
22-09-2023 18:41,555.4,184.4,4.8,0.046,ON,40.9,3550,Running,83.1
22-09-2023 18:51,556.8,184.8,4.7,0.045,ON,41,3552,Running,83.2
22-09-2023 19:01,558.2,185.2,4.8,0.046,ON,41.1,3554,Running,83.3
22-09-2023 19:11,559.6,185.6,4.9,0.047,ON,41.2,3556,Running,83.4
22-09-2023 19:21,561,186,4.8,0.046,ON,41.3,3558,Running,83.5
22-09-2023 19:31,562.4,186.4,4.7,0.045,ON,41.4,3560,Running,83.6
22-09-2023 19:41,563.8,186.8,4.8,0.046,ON,41.5,3562,Running,83.7
22-09-2023 19:51,565.2,187.2,4.9,0.047,ON,41.6,3564,Running,83.8
22-09-2023 20:01,566.6,187.6,4.8,0.046,ON,41.7,3566,Running,83.9
22-09-2023 20:11,568,188,4.7,0.045,ON,41.8,3568,Running,84
22-09-2023 20:21,569.4,188.4,4.8,0.046,ON,41.9,3570,Running,84.1
22-09-2023 20:31,570.8,188.8,4.9,0.047,ON,42,3572,Running,84.2
22-09-2023 20:41,572.2,189.2,4.8,0.046,ON,42.1,3574,Running,84.3
22-09-2023 20:51,573.6,189.6,4.7,0.045,ON,42.2,3576,Running,84.4
22-09-2023 21:01,575,190,4.8,0.046,ON,42.3,3578,Running,84.5
22-09-2023 21:11,576.4,190.4,4.9,0.047,ON,42.4,3580,Running,84.6
22-09-2023 21:21,577.8,190.8,4.8,0.046,ON,42.5,3582,Running,84.7
22-09-2023 21:31,579.2,191.2,4.7,0.045,ON,42.6,3584,Running,84.8
22-09-2023 21:41,580.6,191.6,4.8,0.046,ON,42.7,3586,Running,84.9
22-09-2023 21:51,582,192,4.9,0.047,ON,42.8,3588,Running,85
22-09-2023 22:01,583.4,192.4,4.8,0.046,ON,42.9,3590,Running,85.1
22-09-2023 22:11,584.8,192.8,4.7,0.045,ON,43,3592,Running,85.2
22-09-2023 22:21,586.2,193.2,4.8,0.046,ON,43.1,3594,Running,85.3
22-09-2023 22:31,587.6,193.6,4.9,0.047,ON,43.2,3596,Running,85.4
22-09-2023 22:41,589,194,4.8,0.046,ON,43.3,3598,Running,85.5
22-09-2023 22:51,590.4,194.4,4.7,0.045,ON,43.4,3600,Running,85.6
22-09-2023 23:01,591.8,194.8,4.8,0.046,ON,43.5,3602,Running,85.7
22-09-2023 23:11,593.2,195.2,4.9,0.047,ON,43.6,3604,Running,85.8
22-09-2023 23:21,594.6,195.6,4.8,0.046,ON,43.7,3606,Running,85.9
22-09-2023 23:31,596,196,4.7,0.045,ON,43.8,3608,Running,86
22-09-2023 23:41,597.4,196.4,4.8,0.046,ON,43.9,3610,Running,86.1
22-09-2023 23:51,598.8,196.8,4.9,0.047,ON,44,3612,Running,86.2
23-09-2023 00:01,600.2,197.2,4.8,0.046,ON,44.1,3614,Running,86.3
23-09-2023 00:11,601.6,197.6,4.9,0.047,ON,44.2,3616,Running,86.4
23-09-2023 00:21,603,198,4.8,0.046,ON,44.3,3618,Running,86.5
23-09-2023 00:31,604.4,198.4,4.7,0.045,ON,44.4,3620,Running,86.6
23-09-2023 00:41,605.8,198.8,4.8,0.046,ON,44.5,3622,Running,86.7
23-09-2023 00:51,607.2,199.2,4.9,0.047,ON,44.6,3624,Running,86.8
23-09-2023 01:01,608.6,199.6,4.8,0.046,ON,44.7,3626,Running,86.9
23-09-2023 01:11,610,200,4.7,0.045,ON,44.8,3628,Running,87
23-09-2023 01:21,611.4,200.4,4.8,0.046,ON,44.9,3630,Running,87.1
23-09-2023 01:31,612.8,200.8,4.9,0.047,ON,45,3632,Running,87.2
23-09-2023 01:41,614.2,201.2,4.8,0.046,ON,45.1,3634,Running,87.3
23-09-2023 01:51,615.6,201.6,4.7,0.045,ON,45.2,3636,Running,87.4
23-09-2023 02:01,617,202,4.8,0.046,ON,45.3,3638,Running,87.5
23-09-2023 02:11,618.4,202.4,4.9,0.047,ON,45.4,3640,Running,87.6
23-09-2023 02:21,619.8,202.8,4.8,0.046,ON,45.5,3642,Running,87.7
23-09-2023 02:31,621.2,203.2,4.7,0.045,ON,45.6,3644,Running,87.8
23-09-2023 02:41,622.6,203.6,4.8,0.046,ON,45.7,3646,Running,87.9
23-09-2023 02:51,624,204,4.9,0.047,ON,45.8,3648,Running,88
23-09-2023 03:01,625.4,204.4,4.8,0.046,ON,45.9,3650,Running,88.1
23-09-2023 03:11,626.8,204.8,4.7,0.045,ON,46,3652,Running,88.2
23-09-2023 03:21,628.2,205.2,4.8,0.046,ON,46.1,3654,Running,88.3
23-09-2023 03:31,629.6,205.6,4.9,0.047,ON,46.2,3656,Running,88.4
23-09-2023 03:41,631,206,4.8,0.046,ON,46.3,3658,Running,88.5
23-09-2023 03:51,632.4,206.4,4.7,0.045,ON,46.4,3660,Running,88.6
23-09-2023 04:01,633.8,206.8,4.8,0.046,ON,46.5,3662,Running,88.7
23-09-2023 04:11,635.2,207.2,4.9,0.047,ON,46.6,3664,Running,88.8
23-09-2023 04:21,636.6,207.6,4.8,0.046,ON,46.7,3666,Running,88.9
23-09-2023 04:31,638,208,4.7,0.045,ON,46.8,3668,Running,89
23-09-2023 04:41,639.4,208.4,4.8,0.046,ON,46.9,3670,Running,89.1
23-09-2023 04:51,640.8,208.8,4.9,0.047,ON,47,3672,Running,89.2
23-09-2023 05:01,642.2,209.2,4.8,0.046,ON,47.1,3674,Running,89.3
23-09-2023 05:11,643.6,209.6,4.7,0.045,ON,47.2,3676,Running,89.4
23-09-2023 05:21,645,210,4.8,0.046,ON,47.3,3678,Running,89.5
23-09-2023 05:31,646.4,210.4,4.9,0.047,ON,47.4,3680,Running,89.6
23-09-2023 05:41,647.8,210.8,4.8,0.046,ON,47.5,3682,Running,89.7
23-09-2023 05:51,649.2,211.2,4.7,0.045,ON,47.6,3684,Running,89.8
23-09-2023 06:01,650.6,211.6,4.8,0.046,ON,47.7,3686,Running,89.9
23-09-2023 06:11,652,212,4.9,0.047,ON,47.8,3688,Running,90
23-09-2023 06:21,653.4,212.4,4.8,0.046,ON,47.9,3690,Running,90.1
23-09-2023 06:31,654.8,212.8,4.7,0.045,ON,48,3692,Running,90.2
23-09-2023 06:41,656.2,213.2,4.8,0.046,ON,48.1,3694,Running,90.3
23-09-2023 06:51,657.6,213.6,4.9,0.047,ON,48.2,3696,Running,90.4
23-09-2023 07:01,659,214,4.8,0.046,ON,48.3,3698,Running,90.5
23-09-2023 07:11,660.4,214.4,4.7,0.045,ON,48.4,3700,Running,90.6
23-09-2023 07:21,661.8,214.8,4.8,0.046,ON,48.5,3702,Running,90.7
23-09-2023 07:31,663.2,215.2,4.9,0.047,ON,48.6,3704,Running,90.8
23-09-2023 07:41,664.6,215.6,4.8,0.046,ON,48.7,3706,Running,90.9
23-09-2023 07:51,666,216,4.7,0.045,ON,48.8,3708,Running,91
23-09-2023 08:01,667.4,216.4,4.8,0.046,ON,48.9,3710,Running,91.1
23-09-2023 08:11,668.8,216.8,4.9,0.047,ON,49,3712,Running,91.2
23-09-2023 08:21,670.2,217.2,4.8,0.046,ON,49.1,3714,Running,91.3
23-09-2023 08:31,671.6,217.6,4.7,0.045,ON,49.2,3716,Running,91.4
23-09-2023 08:41,673,218,4.8,0.046,ON,49.3,3718,Running,91.5
23-09-2023 08:51,674.4,218.4,4.9,0.047,ON,49.4,3720,Running,91.6
23-09-2023 09:01,675.8,218.8,4.8,0.046,ON,49.5,3722,Running,91.7
23-09-2023 09:11,677.2,219.2,4.7,0.045,ON,49.6,3724,Running,91.8
23-09-2023 09:21,678.6,219.6,4.8,0.046,ON,49.7,3726,Running,91.9
23-09-2023 09:31,680,220,4.9,0.047,ON,49.8,3728,Running,92
23-09-2023 09:41,681.4,220.4,4.8,0.046,ON,49.9,3730,Running,92.1
23-09-2023 09:51,682.8,220.8,4.7,0.045,ON,50,3732,Running,92.2
23-09-2023 10:01,684.2,221.2,4.8,0.046,ON,50.1,3734,Running,92.3
23-09-2023 10:11,685.6,221.6,4.9,0.047,ON,50.2,3736,Running,92.4
23-09-2023 10:21,687,222,4.8,0.046,ON,50.3,3738,Running,92.5
23-09-2023 10:31,688.4,222.4,4.7,0.045,ON,50.4,3740,Running,92.6
23-09-2023 10:41,689.8,222.8,4.8,0.046,ON,50.5,3742,Running,92.7
23-09-2023 10:51,691.2,223.2,4.9,0.047,ON,50.6,3744,Running,92.8
23-09-2023 11:01,692.6,223.6,4.8,0.046,ON,50.7,3746,Running,92.9
23-09-2023 11:11,694,224,4.7,0.045,ON,50.8,3748,Running,93
23-09-2023 11:21,695.4,224.4,4.8,0.046,ON,50.9,3750,Running,93.1
23-09-2023 11:31,696.8,224.8,4.9,0.047,ON,51,3752,Running,93.2
23-09-2023 11:41,698.2,225.2,4.8,0.046,ON,51.1,3754,Running,93.3
23-09-2023 11:51,699.6,225.6,4.7,0.045,ON,51.2,3756,Running,93.4
23-09-2023 12:01,701,226,4.8,0.046,ON,51.3,3758,Running,93.5
23-09-2023 12:11,702.4,226.4,4.9,0.047,ON,51.4,3760,Running,93.6
23-09-2023 12:21,703.8,226.8,4.8,0.046,ON,51.5,3762,Running,93.7
23-09-2023 12:31,705.2,227.2,4.7,0.045,ON,51.6,3764,Running,93.8
23-09-2023 12:41,706.6,227.6,4.8,0.046,ON,51.7,3766,Running,93.9
23-09-2023 12:51,708,228,4.9,0.047,ON,51.8,3768,Running,94
23-09-2023 13:01,709.4,228.4,4.8,0.046,ON,51.9,3770,Running,94.1
23-09-2023 13:11,710.8,228.8,4.7,0.045,ON,52,3772,Running,94.2
23-09-2023 13:21,712.2,229.2,4.8,0.046,ON,52.1,3774,Running,94.3
23-09-2023 13:31,713.6,229.6,4.9,0.047,ON,52.2,3776,Running,94.4
23-09-2023 13:41,715,230,4.8,0.046,ON,52.3,3778,Running,94.5
23-09-2023 13:51,716.4,230.4,4.7,0.045,ON,52.4,3780,Running,94.6
23-09-2023 14:01,717.8,230.8,4.8,0.046,ON,52.5,3782,Running,94.7
23-09-2023 14:11,719.2,231.2,4.9,0.047,ON,52.6,3784,Running,94.8
23-09-2023 14:21,720.6,231.6,4.8,0.046,ON,52.7,3786,Running,94.9
23-09-2023 14:31,722,232,4.7,0.045,ON,52.8,3788,Running,95
23-09-2023 14:41,723.4,232.4,4.8,0.046,ON,52.9,3790,Running,95.1
23-09-2023 14:51,724.8,232.8,4.9,0.047,ON,53,3792,Running,95.2
23-09-2023 15:01,726.2,233.2,4.8,0.046,ON,53.1,3794,Running,95.3
23-09-2023 15:11,727.6,233.6,4.7,0.045,ON,53.2,3796,Running,95.4
23-09-2023 15:21,729,234,4.8,0.046,ON,53.3,3798,Running,95.5
23-09-2023 15:31,730.4,234.4,4.9,0.047,ON,53.4,3800,Running,95.6
23-09-2023 15:41,731.8,234.8,4.8,0.046,ON,53.5,3802,Running,95.7
23-09-2023 15:51,733.2,235.2,4.7,0.045,ON,53.6,3804,Running,95.8
23-09-2023 16:01,734.6,235.6,4.8,0.046,ON,53.7,3806,Running,95.9
23-09-2023 16:11,736,236,4.9,0.047,ON,53.8,3808,Running,96
23-09-2023 16:21,737.4,236.4,4.8,0.046,ON,53.9,3810,Running,96.1
23-09-2023 16:31,738.8,236.8,4.7,0.045,ON,54,3812,Running,96.2
23-09-2023 16:41,740.2,237.2,4.8,0.046,ON,54.1,3814,Running,96.3
23-09-2023 16:51,741.6,237.6,4.9,0.047,ON,54.2,3816,Running,96.4
23-09-2023 17:01,743,238,4.8,0.046,ON,54.3,3818,Running,96.5
23-09-2023 17:11,744.4,238.4,4.7,0.045,ON,54.4,3820,Running,96.6
23-09-2023 17:21,745.8,238.8,4.8,0.046,ON,54.5,3822,Running,96.7
23-09-2023 17:31,747.2,239.2,4.9,0.047,ON,54.6,3824,Running,96.8
23-09-2023 17:41,748.6,239.6,4.8,0.046,ON,54.7,3826,Running,96.9
23-09-2023 17:51,750,240,4.7,0.045,ON,54.8,3828,Running,97
23-09-2023 18:01,751.4,240.4,4.8,0.046,ON,54.9,3830,Running,97.1
23-09-2023 18:11,752.8,240.8,4.9,0.047,ON,55,3832,Running,97.2
23-09-2023 18:21,754.2,241.2,4.8,0.046,ON,55.1,3834,Running,97.3
23-09-2023 18:31,755.6,241.6,4.7,0.045,ON,55.2,3836,Running,97.4
23-09-2023 18:41,757,242,4.8,0.046,ON,55.3,3838,Running,97.5
23-09-2023 18:51,758.4,242.4,4.9,0.047,ON,55.4,3840,Running,97.6
23-09-2023 19:01,759.8,242.8,4.8,0.046,ON,55.5,3842,Running,97.7
23-09-2023 19:11,761.2,243.2,4.7,0.045,ON,55.6,3844,Running,97.8
23-09-2023 19:21,762.6,243.6,4.8,0.046,ON,55.7,3846,Running,97.9
23-09-2023 19:31,764,244,4.9,0.047,ON,55.8,3848,Running,98
23-09-2023 19:41,765.4,244.4,4.8,0.046,ON,55.9,3850,Running,98.1
23-09-2023 19:51,766.8,244.8,4.7,0.045,ON,56,3852,Running,98.2
23-09-2023 20:01,768.2,245.2,4.8,0.046,ON,56.1,3854,Running,98.3
23-09-2023 20:11,769.6,245.6,4.9,0.047,ON,56.2,3856,Running,98.4
23-09-2023 20:21,771,246,4.8,0.046,ON,56.3,3858,Running,98.5
23-09-2023 20:31,772.4,246.4,4.7,0.045,ON,56.4,3860,Running,98.6
23-09-2023 20:41,773.8,246.8,4.8,0.046,ON,56.5,3862,Running,98.7
23-09-2023 20:51,775.2,247.2,4.9,0.047,ON,56.6,3864,Running,98.8
23-09-2023 21:01,776.6,247.6,4.8,0.046,ON,56.7,3866,Running,98.9
23-09-2023 21:11,778,248,4.7,0.045,ON,56.8,3868,Running,99
23-09-2023 21:21,779.4,248.4,4.8,0.046,ON,56.9,3870,Running,99.1
23-09-2023 21:31,780.8,248.8,4.9,0.047,ON,57,3872,Running,99.2
23-09-2023 21:41,782.2,249.2,4.8,0.046,ON,57.1,3874,Running,99.3
23-09-2023 21:51,783.6,249.6,4.7,0.045,ON,57.2,3876,Running,99.4
23-09-2023 22:01,785,250,4.8,0.046,ON,57.3,3878,Running,99.5
23-09-2023 22:11,786.4,250.4,4.9,0.047,ON,57.4,3880,Running,99.6
23-09-2023 22:21,787.8,250.8,4.8,0.046,ON,57.5,3882,Running,99.7
23-09-2023 22:31,789.2,251.2,4.7,0.045,ON,57.6,3884,Running,99.8
23-09-2023 22:41,790.6,251.6,4.8,0.046,ON,57.7,3886,Running,99.9
23-09-2023 22:51,792,252,4.9,0.047,ON,57.8,3888,Running,100
24-09-2023 00:01,600.2,197.2,4.8,0.046,ON,44.1,3614,Running,86.3
24-09-2023 00:11,601.6,197.6,4.9,0.047,ON,44.2,3616,Running,86.4
24-09-2023 00:21,603,198,4.8,0.046,ON,44.3,3618,Running,86.5
24-09-2023 00:31,604.4,198.4,4.7,0.045,ON,44.4,3620,Running,86.6
24-09-2023 00:41,605.8,198.8,4.8,0.046,ON,44.5,3622,Running,86.7
24-09-2023 00:51,607.2,199.2,4.9,0.047,ON,44.6,3624,Running,86.8
24-09-2023 01:01,608.6,199.6,4.8,0.046,ON,44.7,3626,Running,86.9
24-09-2023 01:11,610,200,4.7,0.045,ON,44.8,3628,Running,87
24-09-2023 01:21,611.4,200.4,4.8,0.046,ON,44.9,3630,Running,87.1
24-09-2023 01:31,612.8,200.8,4.9,0.047,ON,45,3632,Running,87.2
24-09-2023 01:41,614.2,201.2,4.8,0.046,ON,45.1,3634,Running,87.3
24-09-2023 01:51,615.6,201.6,4.7,0.045,ON,45.2,3636,Running,87.4
24-09-2023 02:01,617,202,4.8,0.046,ON,45.3,3638,Running,87.5
24-09-2023 02:11,618.4,202.4,4.9,0.047,ON,45.4,3640,Running,87.6
24-09-2023 02:21,619.8,202.8,4.8,0.046,ON,45.5,3642,Running,87.7
24-09-2023 02:31,621.2,203.2,4.7,0.045,ON,45.6,3644,Running,87.8
24-09-2023 02:41,622.6,203.6,4.8,0.046,ON,45.7,3646,Running,87.9
24-09-2023 02:51,624,204,4.9,0.047,ON,45.8,3648,Running,88
24-09-2023 03:01,625.4,204.4,4.8,0.046,ON,45.9,3650,Running,88.1
24-09-2023 03:11,626.8,204.8,4.7,0.045,ON,46,3652,Running,88.2
24-09-2023 03:21,628.2,205.2,4.8,0.046,ON,46.1,3654,Running,88.3
24-09-2023 03:31,629.6,205.6,4.9,0.047,ON,46.2,3656,Running,88.4
24-09-2023 03:41,631,206,4.8,0.046,ON,46.3,3658,Running,88.5
24-09-2023 03:51,632.4,206.4,4.7,0.045,ON,46.4,3660,Running,88.6
24-09-2023 04:01,633.8,206.8,4.8,0.046,ON,46.5,3662,Running,88.7
24-09-2023 04:11,635.2,207.2,4.9,0.047,ON,46.6,3664,Running,88.8
24-09-2023 04:21,636.6,207.6,4.8,0.046,ON,46.7,3666,Running,88.9
24-09-2023 04:31,638,208,4.7,0.045,ON,46.8,3668,Running,89
24-09-2023 04:41,639.4,208.4,4.8,0.046,ON,46.9,3670,Running,89.1
24-09-2023 04:51,640.8,208.8,4.9,0.047,ON,47,3672,Running,89.2
24-09-2023 05:01,642.2,209.2,4.8,0.046,ON,47.1,3674,Running,89.3
24-09-2023 05:11,643.6,209.6,4.7,0.045,ON,47.2,3676,Running,89.4
24-09-2023 05:21,645,210,4.8,0.046,ON,47.3,3678,Running,89.5
24-09-2023 05:31,646.4,210.4,4.9,0.047,ON,47.4,3680,Running,89.6
24-09-2023 05:41,647.8,210.8,4.8,0.046,ON,47.5,3682,Running,89.7
24-09-2023 05:51,649.2,211.2,4.7,0.045,ON,47.6,3684,Running,89.8
24-09-2023 06:01,650.6,211.6,4.8,0.046,ON,47.7,3686,Running,89.9
24-09-2023 06:11,652,212,4.9,0.047,ON,47.8,3688,Running,90
24-09-2023 06:21,653.4,212.4,4.8,0.046,ON,47.9,3690,Running,90.1
24-09-2023 06:31,654.8,212.8,4.7,0.045,ON,48,3692,Running,90.2
24-09-2023 06:41,656.2,213.2,4.8,0.046,ON,48.1,3694,Running,90.3
24-09-2023 06:51,657.6,213.6,4.9,0.047,ON,48.2,3696,Running,90.4
24-09-2023 07:01,659,214,4.8,0.046,ON,48.3,3698,Running,90.5
24-09-2023 07:11,660.4,214.4,4.7,0.045,ON,48.4,3700,Running,90.6
24-09-2023 07:21,661.8,214.8,4.8,0.046,ON,48.5,3702,Running,90.7
24-09-2023 07:31,663.2,215.2,4.9,0.047,ON,48.6,3704,Running,90.8
24-09-2023 07:41,664.6,215.6,4.8,0.046,ON,48.7,3706,Running,90.9
24-09-2023 07:51,666,216,4.7,0.045,ON,48.8,3708,Running,91
24-09-2023 08:01,667.4,216.4,4.8,0.046,ON,48.9,3710,Running,91.1
24-09-2023 08:11,668.8,216.8,4.9,0.047,ON,49,3712,Running,91.2
24-09-2023 08:21,670.2,217.2,4.8,0.046,ON,49.1,3714,Running,91.3
24-09-2023 08:31,671.6,217.6,4.7,0.045,ON,49.2,3716,Running,91.4
24-09-2023 08:41,673,218,4.8,0.046,ON,49.3,3718,Running,91.5
24-09-2023 08:51,674.4,218.4,4.9,0.047,ON,49.4,3720,Running,91.6
24-09-2023 09:01,675.8,218.8,4.8,0.046,ON,49.5,3722,Running,91.7
24-09-2023 09:11,677.2,219.2,4.7,0.045,ON,49.6,3724,Running,91.8
24-09-2023 09:21,678.6,219.6,4.8,0.046,ON,49.7,3726,Running,91.9
24-09-2023 09:31,680,220,4.9,0.047,ON,49.8,3728,Running,92
24-09-2023 09:41,681.4,220.4,4.8,0.046,ON,49.9,3730,Running,92.1
24-09-2023 09:51,682.8,220.8,4.7,0.045,ON,50,3732,Running,92.2
24-09-2023 10:01,684.2,221.2,4.8,0.046,ON,50.1,3734,Running,92.3
24-09-2023 10:11,685.6,221.6,4.9,0.047,ON,50.2,3736,Running,92.4
24-09-2023 10:21,687,222,4.8,0.046,ON,50.3,3738,Running,92.5
24-09-2023 10:31,688.4,222.4,4.7,0.045,ON,50.4,3740,Running,92.6
24-09-2023 10:41,689.8,222.8,4.8,0.046,ON,50.5,3742,Running,92.7
24-09-2023 10:51,691.2,223.2,4.9,0.047,ON,50.6,3744,Running,92.8
24-09-2023 11:01,692.6,223.6,4.8,0.046,ON,50.7,3746,Running,92.9
24-09-2023 11:11,694,224,4.7,0.045,ON,50.8,3748,Running,93
24-09-2023 11:21,695.4,224.4,4.8,0.046,ON,50.9,3750,Running,93.1
24-09-2023 11:31,696.8,224.8,4.9,0.047,ON,51,3752,Running,93.2
24-09-2023 11:41,698.2,225.2,4.8,0.046,ON,51.1,3754,Running,93.3
24-09-2023 11:51,699.6,225.6,4.7,0.045,ON,51.2,3756,Running,93.4
24-09-2023 12:01,701,226,4.8,0.046,ON,51.3,3758,Running,93.5
24-09-2023 12:11,702.4,226.4,4.9,0.047,ON,51.4,3760,Running,93.6
24-09-2023 12:21,703.8,226.8,4.8,0.046,ON,51.5,3762,Running,93.7
24-09-2023 12:31,705.2,227.2,4.7,0.045,ON,51.6,3764,Running,93.8
24-09-2023 12:41,706.6,227.6,4.8,0.046,ON,51.7,3766,Running,93.9
24-09-2023 12:51,708,228,4.9,0.047,ON,51.8,3768,Running,94
24-09-2023 13:01,709.4,228.4,4.8,0.046,ON,51.9,3770,Running,94.1
24-09-2023 13:11,710.8,228.8,4.7,0.045,ON,52,3772,Running,94.2
24-09-2023 13:21,712.2,229.2,4.8,0.046,ON,52.1,3774,Running,94.3
24-09-2023 13:31,713.6,229.6,4.9,0.047,ON,52.2,3776,Running,94.4
24-09-2023 13:41,715,230,4.8,0.046,ON,52.3,3778,Running,94.5
24-09-2023 13:51,716.4,230.4,4.7,0.045,ON,52.4,3780,Running,94.6
24-09-2023 14:01,717.8,230.8,4.8,0.046,ON,52.5,3782,Running,94.7
24-09-2023 14:11,719.2,231.2,4.9,0.047,ON,52.6,3784,Running,94.8
24-09-2023 14:21,720.6,231.6,4.8,0.046,ON,52.7,3786,Running,94.9
24-09-2023 14:31,722,232,4.7,0.045,ON,52.8,3788,Running,95
24-09-2023 14:41,723.4,232.4,4.8,0.046,ON,52.9,3790,Running,95.1
24-09-2023 14:51,724.8,232.8,4.9,0.047,ON,53,3792,Running,95.2
24-09-2023 15:01,726.2,233.2,4.8,0.046,ON,53.1,3794,Running,95.3
24-09-2023 15:11,727.6,233.6,4.7,0.045,ON,53.2,3796,Running,95.4
24-09-2023 15:21,729,234,4.8,0.046,ON,53.3,3798,Running,95.5
24-09-2023 15:31,730.4,234.4,4.9,0.047,ON,53.4,3800,Running,95.6
